"Data Source","World Development Indicators",

"Last Updated Date","2025-07-01",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024",
"Ecuador","ECU","Net bilateral aid flows from DAC donors, Poland (current US$)","DC.DAC.POLL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","39999.9991059303","50000.0007450581","79999.9982118607","70000.0002980232","119999.997317791","70000.0002980232","39999.9991059303","9999.99977648258","","","0","0","0","0","250000","259999.990463257","200000.002980232","150000.005960464","","",
"Ecuador","ECU","Net bilateral aid flows from DAC donors, Luxembourg (current US$)","DC.DAC.LUXL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","140000.000596046","19999.9995529652","140000.000596046","129999.995231628","170000.001788139","939999.997615814","170000.001788139","109999.999403954","209999.993443489","","150000.005960464","1470000.02861023","2180000.0667572","3369999.88555908","479999.989271164","600000.023841858","879999.995231628","1090000.0333786","2210000.03814697","3730000.01907349","310000.002384186","230000.004172325","170000.001788139","170000.001788139","189999.997615814","170000.001788139","219999.998807907","140000.000596046","70000.0002980232","200000.002980232","109999.999403954","50000.0007450581","119999.997317791","","",
"Ecuador","ECU","Net bilateral aid flows from DAC donors, Italy (current US$)","DC.DAC.ITAL.CD","9999.99977648258","","","","","","","","19999.9995529652","9999.99977648258","39999.9991059303","79999.9982118607","79999.9982118607","200000.002980232","189999.997615814","270000.010728836","370000.004768372","509999.990463257","569999.992847443","370000.004768372","59999.9986588955","1250000","2720000.02861023","5719999.79019165","10510000.2288818","6500000","5050000.19073486","21319999.6948242","12329999.9237061","42409999.8474121","12300000.1907349","21149999.6185303","15319999.6948242","6730000.01907349","2849999.90463257","2019999.98092651","12699999.8092651","10609999.6566772","20290000.9155273","6260000.22888184","-2819999.9332428","-1929999.94754791","319999.992847443","-740000.009536743","1929999.94754791","50000.0007450581","1049999.95231628","1620000.00476837","-2069999.9332428","-2359999.89509583","-1850000.02384186","2480000.01907349","-540000.021457672","2720000.02861023","2559999.94277954","3170000.07629395","2930000.0667572","2829999.92370605","3710000.03814697","11100000.3814697","1309999.94277954","3210000.03814697","2079999.92370605","","",
"Ecuador","ECU","Prevalence of severe wasting, weight for height, male (% of children under 5)","SH.SVR.WAST.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.4","","","","","0.8","","0.6","","","","","","0.9","","0.6","","","","","","","","","0.2","0.1",
"Ecuador","ECU","Prevalence of wasting, weight for height, female (% of children under 5)","SH.STA.WAST.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.3","","","","","2.2","","1.9","","","","","","1.8","","1.4","","","","","","","","","0.6","0.6",
"Ecuador","ECU","Suicide mortality rate, male (per 100,000 male population)","SH.STA.SUIC.MA.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.77","7.75","7.6","8.36","9.77","12.04","10.48","12.36","11.94","12.72","11.45","11.65","11.9","8.46","10.09","12.58","13.83","14.16","13.26","13.58","12.05","12.51","","","",
"Ecuador","ECU","Prevalence of stunting, height for age, male (modeled estimate, % of children under 5)","SH.STA.STNT.ME.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","29.3","29.3","29.5","29.7","30.2","30.6","31","31.1","30.8","30","29","27.6","26.3","25","24","23.3","22.9","22.3","21.7","21.1","20.5","19.9","19.7","19.4","19.3",
"Ecuador","ECU","People using safely managed sanitation services (% of population)","SH.STA.SMSS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","39.9825688765553","40.0217738587243","40.0610953298579","40.1022623713675","40.1387999908677","40.3021890784805","40.4601154572982","40.6123365226797","40.759046647027","40.9002413872797","41.0357638362499","41.1712001972295","41.3058867856498","41.4361025542147","41.5620201273653","41.6832308490121","41.8001132206569","41.9124459762847","41.9550403884084","41.9006209838432","41.8584793645654","41.8045362173887","41.5919958123263","","",
"Ecuador","ECU","Mortality rate attributed to unintentional poisoning, female (per 100,000 female population)","SH.STA.POIS.P5.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.35","0.27","0.2","0.31","0.38","0.24","0.21","0.21","0.4","0.31","0.4","0.36","0.25","0.35","0.37","0.34","0.21","0.2","0.38","0.59","0.49","0.5","","","",
"Ecuador","ECU","Prevalence of overweight, weight for height, male (modeled estimate, % of children under 5)","SH.STA.OWGH.ME.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4","4.3","4.6","4.9","5.1","5.4","5.7","6","6.3","6.6","6.9","7.2","7.4","7.6","7.7","7.7","7.6","7.5","7.3","7","6.7","6.4","6","5.5","5",
"Ecuador","ECU","Diarrhea treatment (% of children under 5 who received ORS packet)","SH.STA.ORTH","","","","","","","","","","","","","","","","","","","","","","","","","","","11","24","","70","","","","","","","","","","29.3999996185303","","","","","","","","","","","","","45.8","","","","","","","","","","","","",
"Ecuador","ECU","People practicing open defecation, rural (% of rural population)","SH.STA.ODFC.RU.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","26.9930547801851","25.8490476685051","24.7050405568252","23.5610334451453","22.4170263334654","21.2730192217855","20.1290121101051","18.9850049984252","17.8409978867453","16.6969907750654","15.5529836633855","14.4089765517056","13.2649694400257","12.1209623283457","10.9769552166658","9.83294810498592","8.68894099330601","7.54493388162609","6.40092676994618","5.25691965826627","4.11291254658636","2.96890543490645","1.82323121582171","","",
"Ecuador","ECU","Prevalence of underweight, weight for age, male (% of children under 5)","SH.STA.MALN.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12","","","","","7","","7.1","","","","","","7.5","","5.7","","","","","","","","","4.6","5.5",
"Ecuador","ECU","People with basic handwashing facilities including soap and water, rural (% of rural population)","SH.STA.HYGN.RU.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","78.5046383469407","78.5046383469407","78.5046383469407","78.5046383469407","78.5046383469407","78.5046383469407","78.5046383469407","78.5046383469407","78.5046383469407","78.5046383469407","78.5046383469407","78.5046383469407","78.5046383469407","","",
"Ecuador","ECU","Births attended by skilled health staff (% of total)","SH.STA.BRTC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","61.3","","","","","","","98.7","","","","","99.1","70.9","71.4","73.7","75.1","76.4","78.5","80.6","82","84","85.6","87.4","89.7","91.7","93.3","94.7","94.2","94.1","95.6","95.9","97.2","99.4","","","","",
"Ecuador","ECU","People using at least basic sanitation services, rural (% of rural population)","SH.STA.BASS.RU.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","55.0369092304254","56.5506377830965","58.0643663357675","59.5780948884386","61.0918234411101","62.7053974241081","64.3237996970558","65.947030259953","67.5750891127998","69.2079762555962","70.8456916883426","72.4882354110381","74.1356074236832","75.7878077262779","77.4448363188222","79.1066932013161","80.7733783737596","82.444891836153","84.1212335884956","85.8024036307878","87.4884019630295","89.1792285852208","90.6511089739042","","",
"Ecuador","ECU","Mortality rate attributed to household and ambient air pollution, age-standardized, male (per 100,000 male population)","SH.STA.AIRP.MA.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","32.9","","","","","",
"Ecuador","ECU","Risk of catastrophic expenditure for surgical care (% of people at risk)","SH.SGR.CRSK.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","48.6","47.9","47","44.7","41.9","37.5","35","30.9","26.7","24.4","21.7","16.9","20","17.9","16.9","16.2","17.1","22.8","19.1","18.2","","",
"Ecuador","ECU","Prevalence of anemia among pregnant women (%)","SH.PRG.ANEM","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","33.7","33.2","32.6","31.9","31.2","30.6","30","29.4","28.9","28.4","28","27.8","27.7","27.8","27.9","28.1","28.3","28.4","28.6","28.8","28.9","29.1","29.3","29.5","",
"Ecuador","ECU","Children with fever receiving antimalarial drugs (% of children under age 5 with fever)","SH.MLR.TRET.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Ecuador","ECU","Physicians (per 1,000 people)","SH.MED.PHYS.ZS","0.396","","","","","0.335","","","","","0.348","","","","","0.351","","0.637","","","","","","","","","","","","","0.936","1.142","1.178","1.091","1.258","1.234","1.307","1.324","1.313","1.376","0.816","0.856","0.853","0.813","0.889","0.907","0.9","0.983","1.102","1.223","1.291","1.39","1.57","1.654","1.692","1.814","2.064","2.234","2.345","2.32","2.308","","","","",
"Ecuador","ECU","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","24","31","45","34","54","51","50","47","53","57","60","54","69","85","83","81","79","77","89","99","99","99","99","99","99","93","97","98","98","97","95","94","96","97","85","84","86","81","83","83","81","65","74","74","",
"Ecuador","ECU","Incidence of HIV, ages 15-49 (per 1,000 uninfected population ages 15-49)","SH.HIV.INCD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.13","0.16","0.21","0.25","0.31","0.36","0.41","0.43","0.45","0.45","0.43","0.4","0.36","0.34","0.31","0.29","0.27","0.27","0.26","0.25","0.25","0.25","0.25","0.26","0.26","0.25","0.24","0.23","0.21","0.21","0.19","0.19","0.18","","",
"Ecuador","ECU","Adults (ages 15+) and children (ages 0-14) newly infected with HIV","SH.HIV.INCD.TL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","760","940","1200","1500","1900","2300","2600","2800","3000","3100","3000","2800","2600","2500","2400","2300","2200","2200","2100","2100","2200","2200","2200","2300","2300","2300","2200","2200","2100","2100","1900","1900","1900","","",
"Ecuador","ECU","Prevalence of HIV, male (% ages 15-24)","SH.HIV.1524.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.1","0.1","0.1","0.1","0.1","0.2","0.2","0.2","0.3","0.3","0.3","0.3","0.3","0.3","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","","",
"Ecuador","ECU","People using safely managed drinking water services, urban (% of urban population)","SH.H2O.SMDW.UR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","68.241187653362","68.6282751615047","69.0153626696474","69.4024501777901","69.7895376859328","70.1766251940755","70.5637127022182","70.9508002103609","71.3378877185036","71.7249752266463","72.112062734789","72.4991502429317","72.8862377510744","73.2733252592171","73.6604127673598","74.0475002755024","74.4345877836451","74.65207","74.65207","74.65207","74.65207","74.65207","74.65207","","",
"Ecuador","ECU","People using at least basic drinking water services, rural (% of rural population)","SH.H2O.BASW.RU.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","69.3885032895523","70.1846317853022","71.0569416812901","71.9309604962399","72.806688230151","73.6841248830236","74.5632704548581","75.4441249456539","76.3266883554115","77.2109606841305","78.0969419318113","78.9846320984535","79.8740311840572","80.7651391886227","81.6579561121496","82.5524819546383","83.4487167160883","84.3466603965002","85.2463129958733","86.1476745142081","87.0507449515047","87.8728298730994","87.8728298730994","","",
"Ecuador","ECU","Mortality from CVD, cancer, diabetes or CRD between exact ages 30 and 70, male (%)","SH.DYN.NCOM.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","16.6","16.5","16.7","15.9","15.2","15.7","15.6","15.7","15.5","14.8","14","14","14.2","13.4","13","13","13","13.1","12.6","12.6","16","14.7","","","",
"Ecuador","ECU","Mortality rate, under-5 (per 1,000 live births)","SH.DYN.MORT","176.3","171","165.8","160.9","156.5","152.6","149.1","145.9","142.9","140.1","137.1","133.7","129.8","125.1","120.2","115","109.7","104.8","100.1","95.7","91.2","86.8","82.3","77.8","73.5","69.5","65.8","62.5","59.4","56.6","53.9","51.2","48.6","46","43.4","40.8","38.2","35.7","33.4","31.4","29.6","28.1","26.8","25.7","24.6","23.7","22.8","21.9","21","20","19.2","18.3","17.4","16.6","15.9","15.3","14.8","14.4","14.1","13.8","13.6","13.4","13.2","13.1","",
"Ecuador","ECU","Probability of dying among adolescents ages 15-19 years (per 1,000)","SH.DYN.1519","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.9","5.7","5.6","5.5","5.4","5.4","5.4","5.4","5.4","5.4","5.4","5.4","5.5","5.5","5.6","5.7","5.8","5.8","5.8","5.7","5.5","5.3","5","4.8","4.5","4.3","4.1","4","3.8","3.8","3.9","4.4","5.1","6.3","",
"Ecuador","ECU","Cause of death, by non-communicable diseases (% of total)","SH.DTH.NCOM.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","62.3722956850809","","","","","","","","","","69.9286421272243","","","","","73.8297049028354","","","","76.2035026213013","","","","","",
"Ecuador","ECU","Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)","SH.DTH.COMM.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","23.1380717909096","","","","","","","","","","14.5584466555545","","","","","13.401828383221","","","","12.3367929690456","","","","","",
"Ecuador","ECU","Number of deaths ages 5-9 years","SH.DTH.0509","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1027","988","946","901","858","823","798","781","770","762","755","748","739","729","718","705","688","669","649","628","605","582","559","537","516","499","540","469","456","445","437","433","431","435","",
"Ecuador","ECU","Prevalence of anemia among children (% of children ages 6-59 months)","SH.ANM.CHLD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","31.9","31.4","30.9","30.5","30.1","29.6","29.2","28.5","27.8","27.1","26.3","25.6","25","24.5","24.3","24","23.8","23.7","23.6","23.5","","","","","",
"Ecuador","ECU","Total alcohol consumption per capita, female (liters of pure alcohol, projected estimates, female 15+ years of age)","SH.ALC.PCAP.FE.LI","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.95","1.95","1.9","1.83","1.77","1.75","1.74","1.77","1.81","1.85","1.91","1.94","1.94","1.91","1.87","1.77","1.62","1.51","1.49","1.49","1.15","","","","",
"Ecuador","ECU","Women who believe a husband is justified in beating his wife when she goes out without telling him (%)","SG.VAW.GOES.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Ecuador","ECU","Proportion of time spent on unpaid domestic and care work, male (% of 24 hour day)","SG.TIM.UWRK.MA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.64595","7.93606","7.79518","7.55554","7.33103","4.72192","6.98316","7.22645","6.70541","6.77286","6.57955","","","","","","","",
"Ecuador","ECU","Women making their own informed decisions regarding sexual relations, contraceptive use and reproductive health care (% of women age 15-49)","SG.DMK.SRCR.FN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","86.7","","","","","","",
"Ecuador","ECU","Expenditure on tertiary education (% of government expenditure on education)","SE.XPD.TERT.ZS","","","","","","","","","","","16.53528","9.88327","","","","","","23.03266","","","","","","","21.56844","20.49441","17.91753","","","","","","","","","23.21022","","","","8.00464","5.16006","","","","","","","","","30.20973","35.78782","33.45215","34.49249","32.25039","40.37434","43.51374","","","","","","","","","",
"Ecuador","ECU","Expenditure on primary education (% of government expenditure on education)","SE.XPD.PRIM.ZS","","","","","","","","","","","41.72035","45.85395","","","","","","36.90976","","","","","","","41.15958","44.23012","46.70809","","","","","","","","","34.24031","","","","38.23802","38.2881","","","","","","","","","36.3525","32.38737","32.69247","31.15291","30.95661","25.71007","23.25516","","","","","","","","","",
"Ecuador","ECU","Current education expenditure, secondary (% of total expenditure in secondary public institutions)","SE.XPD.CSEC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","99.3886184692383","99.7012634277344","99.7647094726562","99.7745132446289","99.6181869506836","95.5062484741211","98.7295303344727","98.2938003540039","","99.9498291015625","99.9997787475586","99.9998931884766","99.8940124511719","100","99.9716491699219","",
"Ecuador","ECU","School enrollment, tertiary, female (% gross)","SE.TER.ENRR.FE","","","","","","","","","","","","3.88717007637024","4.24200010299683","5.75905990600586","","","","","","21.7383995056152","23.3597602844238","","","","23.2015991210938","","","","21.9251194000244","","","","","","","","","","","","","","","","","","","","40.93994140625","","","","44.6082496643066","","","47.8993301391602","","","50.5705490112305","50.8938789367676","63.1782112121582","","66.8177795410156","","",
"Ecuador","ECU","Educational attainment, at least completed short-cycle tertiary, population 25+, male (%) (cumulative)","SE.TER.CUAT.ST.MA.ZS","","","","","","","","","","","","","","","4.71999979019165","","","","","","","","9.51000022888184","","","","","","","","14.6000003814697","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Ecuador","ECU","Educational attainment, at least Master's or equivalent, population 25+, female (%) (cumulative)","SE.TER.CUAT.MS.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.389999985694885","0.589999973773956","0.560000002384186","0.649999976158142","0.469999998807907","0.670000016689301","0.810000002384186","0.810000002384186","1.04999995231628","1.13999998569489","1.16999995708466","","","1.61000001430511","1.69000005722046","1.61000001430511","","",
"Ecuador","ECU","Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)","SE.TER.CUAT.BA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10.1700000762939","9.77999973297119","9.97000026702881","10.2700004577637","9.61999988555908","10.9499998092651","11.5200004577637","10.4300003051758","12.0799999237061","11.7200002670288","12.1599998474121","","","11.9399995803833","12.3999996185303","12.1300001144409","","",
"Ecuador","ECU","Adolescents out of school, male (% of male lower secondary school age)","SE.SEC.UNER.LO.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","31.0208492279053","29.6312007904053","29.1889190673828","29.3615608215332","28.3826293945312","28.9759292602539","","26.4239597320557","25.4946804046631","24.7428493499756","","16.085880279541","13.4121799468994","13.9968996047974","9.39900970458984","3.7346498966217","","4.12335014343262","7.44543981552124","11.1493396759033","12.0280799865723","11.2414598464966","8.51984977722168","6.1359601020813","4.30377006530762","14.5750102996826","",
"Ecuador","ECU","Secondary education, teachers","SE.SEC.TCHR","","","","","","","","","","","","15699","16138","17659","19612","21085","23446","26129","27804","35789","31731","34868","37318","40770","40840","44588","47506","49749","53568","","","","","62700","","","67414","","75001","","67548","68963","71175","73284","74685","75743","76817","77904","","76560","82989","83720","82982","81832","84324","86456","87924.1953125","90642.09375","91733.546875","92603.59375","90124.0234375","89609.1484375","91171","92693.09375","",
"Ecuador","ECU","Trained teachers in upper secondary education, female (% of female teachers)","SE.SEC.TCAQ.UP.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","89.8140716552734","93.4641494750977","73.9835662841797","76.03125","75.8274230957031","76.004020690918","76.4767608642578","76.597541809082","","","","","","","","","","","","75.5442276000977","76.0647125244141","76.4959411621094","76.767707824707","78.0947113037109","",
"Ecuador","ECU","Net bilateral aid flows from DAC donors, Finland (current US$)","DC.DAC.FINL.CD","","","","","","","","","","","","","9999.99977648258","","19999.9995529652","","29999.9993294477","29999.9993294477","9999.99977648258","","","9999.99977648258","","1000000","109999.999403954","289999.99165535","59999.9986588955","239999.994635582","509999.990463257","319999.992847443","400000.005960464","-250000","270000.010728836","109999.999403954","29999.9993294477","109999.999403954","109999.999403954","50000.0007450581","170000.001788139","90000.0035762787","239999.994635582","230000.004172325","289999.99165535","600000.023841858","610000.014305115","709999.978542328","1080000.04291534","600000.023841858","1220000.02861023","1429999.94754791","899999.976158142","1039999.96185303","500000","649999.976158142","540000.021457672","159999.996423721","50000.0007450581","109999.999403954","9999.99977648258","","0","","","","",
"Ecuador","ECU","Net bilateral aid flows from DAC donors, Germany (current US$)","DC.DAC.DEUL.CD","9999.99977648258","","39999.9991059303","129999.995231628","59999.9986588955","419999.986886978","589999.973773956","850000.023841858","1200000.04768372","2349999.90463257","4190000.05722046","5340000.15258789","2730000.01907349","4960000.03814697","7369999.88555908","7550000.19073486","8270000.45776367","9850000.38146973","7639999.8664856","11210000.038147","11520000.4577637","12789999.961853","12899999.6185303","8970000.26702881","7440000.05722046","8689999.5803833","13689999.5803833","18430000.3051758","19000000","16739999.7711182","20920000.0762939","22719999.3133545","23850000.3814697","16270000.4577637","21709999.0844727","28069999.6948242","27059999.4659424","16010000.2288818","10699999.8092651","14510000.2288818","11250000","13739999.7711182","16399999.6185303","16840000.1525879","14329999.9237061","16979999.5422363","16520000.4577637","22030000.6866455","24709999.0844727","24659999.8474121","27790000.9155273","41110000.6103516","36360000.6103516","31889999.3896484","36349998.4741211","30489999.7711182","26079999.9237061","29989999.7711182","49020000.4577637","43520000.4577637","32979999.5422363","42840000.1525879","30799999.2370605","","",
"Ecuador","ECU","Net bilateral aid flows from DAC donors, Canada (current US$)","DC.DAC.CANL.CD","","","","","","","","","540000.021457672","460000.00834465","100000.001490116","959999.978542328","970000.028610229","1070000.05245209","1620000.00476837","3759999.99046326","2039999.96185303","490000.009536743","100000.001490116","610000.014305115","9999.99977648258","340000.003576279","1129999.99523163","1340000.0333786","1240000.00953674","1200000.04768372","509999.990463257","819999.992847443","600000.023841858","920000.016689301","4309999.94277954","4690000.05722046","6179999.82833862","5429999.82833862","6989999.77111816","4269999.98092651","1799999.95231628","2960000.03814697","3089999.91416931","6719999.79019165","5090000.15258789","6150000.09536743","9159999.84741211","5369999.88555908","7760000.22888184","4480000.01907349","2200000.04768372","3490000.00953674","4480000.01907349","3240000.00953674","1429999.94754791","1179999.94754791","1379999.99523163","340000.003576279","119999.997317791","430000.007152557","2549999.95231628","1139999.98569489","1000000","2109999.89509583","4360000.1335144","8409999.84741211","11420000.0762939","","",
"Ecuador","ECU","Stocks traded, turnover ratio of domestic shares (%)","CM.MKT.TRNR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.38493919550982","3.49236356400179","3.07722752683916","0.604113110539846","3.50574712643678","2.44979919678715","","","","","","","","","","","","","","","","","","","","","","","","",
"Ecuador","ECU","Market capitalization of listed domestic companies (% of GDP)","CM.MKT.LCAP.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10.5006021948294","7.9682417709681","7.17738865876376","5.5607380831443","2.65712779691833","4.25896934432397","","","","","","","","","","","","","","","","","","","","","","","","",
"Ecuador","ECU","Control of Corruption: Percentile Rank, Upper Bound of 90% Confidence Interval","CC.PER.RNK.UPPER","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","49.4623641967773","","41.7112312316895","","41.4893608093262","","36.5079383850098","41.798942565918","38.4236450195312","40.9756088256836","37.5609741210938","37.8640785217285","42.7184448242188","38.2775115966797","40.9523811340332","43.1279602050781","48.8151664733887","48.8151664733887","36.0576934814453","40.9523811340332","39.523811340332","42.3809509277344","39.523811340332","46.1904754638672","45.238094329834","44.2857131958008","41.5094337463379","41.0377349853516","",
"Ecuador","ECU","Control of Corruption: Estimate","CC.EST","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-0.684873819351196","","-0.79184478521347","","-0.79962956905365","","-0.86826103925705","-0.72812420129776","-0.726669907569885","-0.735878944396973","-0.784096121788025","-0.745632350444794","-0.654705822467804","-0.744574427604675","-0.707744359970093","-0.641708135604858","-0.508597850799561","-0.502911984920502","-0.741118490695953","-0.672376871109009","-0.68079274892807","-0.626104652881622","-0.629500389099121","-0.509275019168854","-0.504086554050446","-0.59461385011673","-0.63026487827301","-0.647337436676025","",
"Ecuador","ECU","Secondary income receipts (BoP, current US$)","BX.TRF.CURR.CD","","","","","","","","","","","","","","","","","29700000","42200000","43300000","31700000","36300000","35000000","30000000","38000000","25000000","85000000","51000000","135000000","104000000","106000000","119000000","123000000","134000000","317760000","391090000","506110000","615930000","738190000","933030000","1188160000","1436788907.60321","1685892044.16631","1709497175.9983","1791277291.195","2048697399.06395","2781350072.74","3233800386.18","3552389286.86","3382734607.88","3033142760.09","2927694981.16","2984773179.14","2756572427.04","2702545490.39","2726980746.22503","2643648652.30218","3140337486.37088","3319880455.91599","3488470167.75077","3680919917.73112","3840542150.91787","4820149168.23985","5259562664.58505","5934399427.72146","7082746358.57009",
"Ecuador","ECU","Travel services (% of service exports, BoP)","BX.GSR.TRVL.ZS","","","","","","","","","","","","","","","","","27.5583482944345","23.9722634967806","37.1772805507745","30.630284396618","35.6403269754768","32.8650275965881","34.3832020997375","38.0952380952381","47.766323024055","33.5012594458438","38.5487528344671","39.667458432304","39.3181818181818","36.2403100775194","34.9442379182156","33.9928057553957","31.1183144246353","36.1805883278276","37.2874835387597","34.6552145905249","40.5465852849083","42.0253311306263","42.6492356846595","46.7614620114245","47.055350494763","49.4158057695895","50.2226765046512","45.8361578644868","45.3612326470124","47.7144836323408","46.9914164836352","51.690088212165","51.2429614026952","49.9164250669402","52.8573369024052","52.9267687322626","57.0451334596279","60.8672888232769","63.0080070479626","64.7136252920536","62.3471725071791","67.3743815507329","68.177770336375","64.9032437699579","34.5223412441679","45.5359788444946","50.451642113071","47.2624330266329","47.1725780793809",
"Ecuador","ECU","Service exports (BoP, current US$)","BX.GSR.NFSV.CD","","","","","","","","","","","","","","","","","111400000","201900000","174300000","260200000","367000000","398600000","381000000","315000000","291000000","397000000","441000000","421000000","440000000","516000000","538000000","556000000","617000000","635700000","675830000","735820000","693030000","690060000","682310000","733510000","854313050","870166930","890422210.260275","886552003.351823","1019549884.18638","1018121359.13527","1042530820.85876","1206089926.8713","1447616205.51972","1342524061.95505","1478221639.5348","1593470094.1826","1810012633.21654","2047368026.36018","2352288006.7943","2397312737.37685","2763866292.24988","2986599272.67826","3332167107.37395","3370726768.57126","2031237739.09985","2316416116.30443","3554268716.34867","4203318368.0818","3769129569.33638",
"Ecuador","ECU","Primary income receipts (BoP, current US$)","BX.GSR.FCTY.CD","","","","","","","","","","","","","","","","","13200000","23500000","34900000","62200000","88010000","69400000","26000000","23000000","59000000","29000000","32000000","28000000","17000000","20000000","25000000","31000000","35000000","31790000","61290000","98420000","80290000","128360000","119380000","75190000","257446289.99","150090218.783333","82715571.8585234","62570494.7633334","100124131.21","213158962.44","286568076.831905","337442419.262653","333508159.927665","199067002.866062","77718696.4757812","84464861.4359996","104925519.66574","112626497.226918","120712562.864486","140332162.966847","103304480.337212","136055419.358125","197988188.973003","166105744.942079","43120956.9349316","27280747.6296608","204244405.976748","292306608.59765","293141695.621484",
